id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
THC9HW,7xkods,TR212,2024-08-03 12:50:00,2024-08-03 13:20:00,English,"{'title': 'k0s: Yet Another Lightweight Kubernetes Distribution?', 'description': '隨著 Kubernetes 主宰容器編排領域，其複雜性和資源需求促使人們尋求更輕便的替代方案。本次講座將探討 k0s，這是一個符合 CNCF 標準的 Kubernetes 發行版，以其輕量級和易於維護的設計而受到讚譽。我們將檢視 k0s 的架構，強調其最小依賴性和簡化的管理特點，包括單一 binary 的安裝模式等。\r\n\r\n通過將 k0s 與其他發行版如 k3s 和 minikube 進行比較，我們將突顯其在從裸機到雲端各種部署場景中的優勢。我們將展示 k0s 為何提供了一種更簡單卻功能完整的 Kubernetes 採用方法。\r\n\r\n此外，我們將簡要介紹 k0smotron，它能夠在集群內創建一個 Kubernetes 控制平面，便於實現 Kubernetes 作為一項服務。這一功能強調了 k0s 在多樣化環境中增強可擴展性和管理能力的能力。'}","{'title': 'k0s: Yet Another Lightweight Kubernetes Distribution?', 'description': ""As Kubernetes dominates container orchestration, its complexity and resource demands drive interest in lighter alternatives. This talk explores k0s, a CNCF-compliant Kubernetes distribution celebrated for its lightweight, easy-to-maintain design. We will examine k0s's architecture, emphasizing its minimal dependencies and simplified management, which includes a single-binary setup process.\r\n\r\nComparing k0s to other distributions like k3s and minikube, we highlight its advantages across various deployment scenarios, from bare-metal to the cloud. We'll demonstrate why k0s offers a simpler, yet functional approach to Kubernetes adoption.\r\n\r\nAdditionally, we introduce k0smotron, which enables the creation of a Kubernetes control plane within a cluster, facilitating Kubernetes as a Service. This feature underscores k0s's capability to enhance scalability and management in diverse environments.""}",['SKHBCH'],"['en', 'Elementary']",https://hackmd.io/@coscup/HJobaZdKA,,,,https://coscup.org/2024/session/THC9HW,2024
DEA9MQ,dslany,TR615,2024-08-03 11:00:00,2024-08-03 11:30:00,English,"{'title': ""Wikidata's goals and role in the future of the Linked Open Data web"", 'description': ""In this session, we will share an update on Wikidata's goals and its role in the future of Linked Open Data web.""}","{'title': ""Wikidata's goals and role in the future of the Linked Open Data web"", 'description': ""In this session, we will share an update on Wikidata's goals and its role in the future of Linked Open Data web.""}",['VPLF3Y'],"['en', 'Elementary']",https://hackmd.io/@coscup/BJDwqXOt0,,,,https://coscup.org/2024/session/DEA9MQ,2024
9VPWR7,mmgptz,TR211,2024-08-03 13:00:00,2024-08-03 13:30:00,English,"{'title': 'OpenStreetMap Community in Japan', 'description': ""This presentation introduces OpenStreetMap Community in Japan's activities.\r\n\r\n- Introduce of OpenStreetMap Japan Community.\r\n- Introduce of Plateau import activity.\r\n- Introduce of the vector/raster tile server.\r\n- Introduce of the Overpass API server.\r\n- Other GIS topics from Japan.\r\n\r\n[Download Slide](https://drive.google.com/file/d/1RbXElOH0vZeWi7OKAJz3oSf3FAGQpEK5/view?usp=sharing)""}","{'title': 'OpenStreetMap Community in Japan', 'description': ""This presentation introduces OpenStreetMap Community in Japan's activities.\r\n\r\n- Introduce of OpenStreetMap Japan Community.\r\n- Introduce of Plateau import activity.\r\n- Introduce of the vector/raster tile server.\r\n- Introduce of the Overpass API server.\r\n- Other GIS topics from Japan.\r\n\r\n[Download Slide](https://drive.google.com/file/d/1RbXElOH0vZeWi7OKAJz3oSf3FAGQpEK5/view?usp=sharing)""}",['NHB7RQ'],"['en', 'Elementary']",https://hackmd.io/@coscup/ByC1Bf_Y0,,,,https://coscup.org/2024/session/9VPWR7,2024
YHV7XB,qfwnwh,TR512,2024-08-03 10:00:00,2024-08-03 10:30:00,English,"{'title': '社群工作坊：文件基金會的介紹', 'description': '本工作坊將會介紹文件基金會的沿革與未來發展。'}","{'title': 'Community Workshop: TDF Introduction', 'description': 'This workshop will introduce history and future of The Document Foundation.'}",['FLSFCJ'],"['en', 'Elementary']",https://hackmd.io/@coscup/rkSf-zOYR,,,,https://coscup.org/2024/session/YHV7XB,2024
BF9U79,1af4ws,TR211,2024-08-04 14:10:00,2024-08-04 14:40:00,English,"{'title': 'How the Gemini protocol works - minimalist and modern document transport protocol', 'description': 'Gemini is a minimalist and modern document transportation protocol. This talk dives into how Gemini works, reading the actual Gemini spec and a basic implementation of a Gemini server.'}","{'title': 'How the Gemini protocol works - minimalist and modern document transport protocol', 'description': 'Gemini is a minimalist and modern document transportation protocol. This talk dives into how Gemini works, reading the actual Gemini spec and a basic implementation of a Gemini server.'}",['UDMCG7'],"['en', 'Middle']",https://hackmd.io/@coscup/Syfg8fuKC,,,,https://coscup.org/2024/session/BF9U79,2024
QBWKS9,doxrfs,TR511,2024-08-03 14:10:00,2024-08-03 14:40:00,English,"{'title': 'Introduction to the European Open Source', 'description': 'For decades, Europe has been a leader in Open Source (OC) development. In fact, the European Commission spent around €250m (2018-2020) to shape the development and evolution of the Internet into an Internet of Trust. An Internet that responds to people’s fundamental needs, including trust, security, and inclusion, while reflecting the values and the norms all citizens enjoy in Europe. Therefore, it would be beneficial to introduce the European OC to the community in Asia. In this talk, the structure of the OC in Europe and how it work would be explained in detail. Some common OC organizations (e.g., Nlnet, OpenWebSearch, NGI, and the Funding Box) would also be introduced. Last but not least, the story of the Open Console Project, the alternative for Google Search Console, and how the project got funded would be shared to the audiences. Hopefully, our story could encourage the cooperation between the European OC community and the Asian OC community.'}","{'title': 'Introduction to the European Open Source', 'description': 'For decades, Europe has been a leader in Open Source (OC) development. In fact, the European Commission spent around €250m (2018-2020) to shape the development and evolution of the Internet into an Internet of Trust. An Internet that responds to people’s fundamental needs, including trust, security, and inclusion, while reflecting the values and the norms all citizens enjoy in Europe. Therefore, it would be beneficial to introduce the European OC to the community in Asia. In this talk, the structure of the OC in Europe and how it work would be explained in detail. Some common OC organizations (e.g., Nlnet, OpenWebSearch, NGI, and the Funding Box) would also be introduced. Last but not least, the story of the Open Console Project, the alternative for Google Search Console, and how the project got funded would be shared to the audiences. Hopefully, our story could encourage the cooperation between the European OC community and the Asian OC community.'}",['XNT7YU'],"['en', 'Elementary']",https://hackmd.io/@coscup/ByYrzMuFC,,,,https://coscup.org/2024/session/QBWKS9,2024
HLAQ8Q,kq2w3t,TR210,2024-08-03 10:35:00,2024-08-03 11:05:00,Chinese,"{'title': 'OONI Partner Gathering 2024 與在地社群推廣 OONI 策略', 'description': '分享在 2023 年加入開放文化基金會（OCF）後，從堆滿灰塵的專案庫中找到 OONI，決定開啟分析 OONI 觀測資料與定期發佈臺灣觀察報告。開放文化基金會身為 OONI 全球推廣社群夥伴之一，如何在地推廣 OONI 觀測網路狀況工具的重要，以及透過觀察資料分析後，調整在地推廣策略。在 2024/05 參與第一次實體舉辦的 OONI Partner Gathering 活動，邀請約 40 位夥伴、來自 30 個國家，一同討論各區域面臨網路審查的狀況、工具使用的學習或是很研究成果分享關於檢測名單如何修正與更新。\r\n\r\n希望可以分享如何參與國際專案、在地團隊可以提供如何的協助、如何與專案團隊成員分享在地的成果、最後如何銜接在地社群夥伴一同參與國際專案。此議程將以開放文化基金會身份分享，以基金會觀點提出專案重啟後、期許在臺灣能建立一組資料分析團隊，更甚能協助其他區域夥伴在觀測資料上的支援。'}","{'title': 'OONI Partner Gathering 2024 and Promoting OONI Strategies with Local Communities', 'description': 'After joining the Open Culture Foundation (OCF) in 2023, we discovered OONI amidst a backlog of dormant projects. We decided to initiate the analysis of OONI observation data and began regularly publishing Taiwan Observation Reports. As one of the global promotional community partners of OONI, the significance of promoting the OONI network observation tool locally became evident. By analyzing observation data, we were able to adjust our local promotion strategies.\r\n\r\nIn May 2024, we participated in the first in-person OONI Partner Gathering, which invited about 40 partners from 30 countries. During this event, we collaboratively discussed the state of internet censorship in different regions, exchanged insights on tool usage and research findings, and shared experiences concerning how to update and refine testing lists.\r\n\r\nWe aim to share our strategies on participating in international projects, the type of support local teams can offer, and ways to share local achievements with the project team members. Additionally, we will discuss how to engage local community partners in participating in international projects. This session will be presented from the perspective of the Open Culture Foundation, discussing the reactivation of the project, our aspirations to establish a data analysis team in Taiwan, and our potential role in supporting other regional partners with observation data.'}",['DTCJCF'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/H1wPdz_FR,,,,https://coscup.org/2024/session/HLAQ8Q,2024
DF3GAB,mmgptz,TR211,2024-08-03 10:00:00,2024-08-03 10:30:00,Chinese,"{'title': 'Wikidata入門', 'description': '相信大家一定都聽過、用過維基百科吧！但其實在維基百科的條目背後，是靠著「維基數據」來連結、支撐著龐大的資料量。如果想加入維基的大家庭，不妨從「維基數據」開始吧！透過這次的入門演講，你將對維基有著更深入的了解。'}","{'title': 'Wikidata入門', 'description': '相信大家一定都聽過、用過維基百科吧！但其實在維基百科的條目背後，是靠著「維基數據」來連結、支撐著龐大的資料量。如果想加入維基的大家庭，不妨從「維基數據」開始吧！透過這次的入門演講，你將對維基有著更深入的了解。'}",['SGBDLY'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rkPqVMOtR,,,,https://coscup.org/2024/session/DF3GAB,2024
Y3RBBW,dslany,TR615,2024-08-03 10:30:00,2024-08-03 11:00:00,Taiwanese,"{'title': '台灣台語 ê 維基路線：小型愛 koh 累積事工 ê 閩南語維基百科 kah Wikidata', 'description': '台灣台語 sī 台灣代表性 ê 語言，毋過 tī 數位世界 sī 弱勢--ê，反應到閩南語維基百科 kah 中文維基百科差不多時間成立--ê，前者較無受著重視，貢獻 ê 人 mā 真少。Wikidata 遮 ū Wikidata Taiwan ê 看顧 kah 討論，基本 ê 維持 sī ē-tàng 做會著，需要長篇幅，愛書寫 ê 人較無意願維基做事工。這改演講欲來回顧過去一年 ê 發展 kah 未來展望。'}","{'title': 'Taiwanese Taigi Wikimedia Way: Smaill but recruiting more Contributors on both Nan WIkipedia and Wikidata', 'description': ""Taiwanese Taigi is one of Taiwan's prominent languages, but it is not a dominant language in the digital world. The starting day of Holopedia is quite the same compared to Chinese Wikipedia, but Holopedia is not well-known and does not attract many contributors. The Wikidata Taiwan community has done some basic editing and set the rules for Hokkien language content contributions, but still in its early stages and lacks the manpower to do some mass edits and improvements. In this talk we will review the progress of the past year, and what is possible to do in the future.""}",['EEZE3E'],"['taiwanese', 'Elementary']",https://hackmd.io/@coscup/HJosqmuF0,,,,https://coscup.org/2024/session/Y3RBBW,2024
BZGMD9,l0gknt,TR213,2024-08-03 15:30:00,2024-08-03 16:00:00,Chinese,"{'title': 'SuiGPT - 用 AI 反編譯器，讓大家的智能合約「被開源」', 'description': 'SuiGPT 是一款利用大型語言模型對 Sui 智能合約進行反編譯和美化的工具。本演講將介紹我們如何進行 Prompt Engineering 來開發 AI 工具來 Decompile 區塊鏈上的智能合約。\r\n\r\n智能合約是 Sui 生態系統的重要組成部分。然而，由於大多數智能合約是用 Move 語言編寫並以 bytecode 發布。非技術使用者常常難以理解他們打算使用的智能合約的功能。進而導致質疑與不信任。\r\n\r\n此外，閱讀現有的智能合約是學習編寫智能合約的絕佳方式。然而，Sui 的智能合約大多是不開源的，即使可以使用諸如 Revela 之類的工具進行反編譯，開發者仍很難理解它們的工作原理。因此，開發者可能會對如何開始編寫自己的合約或如何在他們的項目中正確使用現有模塊感到困惑。\r\n\r\n為了解決上述兩個問題，SuiGPT 應運而生，使非技術用戶和新手開發者能夠輕鬆理解、審查和審計 Sui Move 智能合約。借助最先進的人工智能技術，任何用戶都可以透過 SuiGPT 輕鬆閱讀、理解和審計 Sui 區塊鏈上的智能合約。'}","{'title': ""SuiGPT - Let's Open Source Sui Move Smart Contract by AI"", 'description': 'SuiGPT is a tool that uses a Large Language Model to decompile and beautify Sui contracts. This presentation will introduce how we perform Prompt Engineering to develop AI tools for decompiling Move contracts.\r\n\r\nSmart contracts are a crucial component of the Sui Ecosystem. However, since most smart contract are closed-source, are written in Move and published in bytecode, non-technical users frequently struggled to understand the function of the smart contracts they intend to use.\r\n\r\nFurthermore, reading existing production smart contracts is a great way to learn how to write smart contract. Nevertheless, Sui’s smart contract are mostly closed sourced and developers found it difficult to understand how it work. This challenge persists even when contracts can be decompiled using tools such as Revela. As a result, developers may find themselves at a loss on how to begin writing their own contracts or how to correctly use existing modules in their projects.\r\n\r\nTo solve the two problems mentioned above, there is a need for a community platform that allows non-technical users and novice developers to easily understand, review, and audit Sui Move smart contracts. This is why we built SuiGPT. With the help of cutting-edge AI technology, any user can easily read and understand smart contracts on the blockchain with the help of the latest Large Language Models.'}",['MPBCKT'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/rk_j7G_tA,,,,https://coscup.org/2024/session/BZGMD9,2024
HLVMUR,doxrfs,TR511,2024-08-03 11:30:00,2024-08-03 12:00:00,Chinese,"{'title': '帶著臺灣開源社群前往 FOSDEM', 'description': 'FOSDEM 是一個為自由軟體與開放軟體所舉辦的開發者年會，舉辦地點在比利時的布魯塞爾自由大學，每年吸引來自世界各地的開發者齊聚一堂分享議程。開放文化基金會（OCF）與 COSCUP 從 2023 開始在 FOSDEM 擺攤推廣臺灣開源社群與開源專案，且透過基金會內的專案「國際會議獎助計畫 - 帶你用開源走向國際」帶領二位順利通過甄選的參與者一同前往 FOSDEM。\r\n\r\n將分享出發前如何規劃攤位活動、如何募集臺灣開源社群資訊與邀約參與、如何製作或規劃展現臺灣開源社群的成果與樣態，簡介「國際會議獎助計畫 - 帶你用開源走向國際」專案的執行與申請流程，最後將提出未來計畫、該如何讓臺灣開源社群增加國際能見度與投入參與。\r\n\r\n此議程主要分享 FOSDEM 2024 籌備到參與的過程、與臺灣開源社群接洽時遇到哪些情況、在國際場合該如何分享我的的成果⋯等經驗分享。\r\n\r\n- 「帶著臺灣開源社群前往 FOSDEM」：https://ocf.tw/p/global/fosdem-taiwan-community/\r\n- 「 2024 帶著臺灣開源社群前往 FOSDEM 活動紀錄」：https://ocf.tw/p/global/fosdem-2024/'}","{'title': 'Bringing the Taiwan Open Source Community to FOSDEM', 'description': 'FOSDEM is an annual conference for developers of free and open-source software held at the Université Libre de Bruxelles in Belgium. Every year, it attracts developers from around the world to share their knowledge and presentations. Starting in 2023, the Open Culture Foundation and COSCUP began setting up a booth at FOSDEM to promote Taiwan\'s open source community and projects. Through the foundation’s project ""International Conference Support Program - Taking You to the World with Open Source,"" they led two participants, who successfully passed the selection process, to FOSDEM.\r\n\r\nThis session will cover how we planned our booth activities before departure, how we gathered information about the Taiwanese open-source community and invited participation, how we created or planned to showcase the achievements and characteristics of Taiwan’s open-source community. It will also provide an overview of the ""International Conference Support Program - Taking You to the World with Open Source"" project execution and application process. Finally, we will discuss future plans and how to increase the international visibility and participation of Taiwan\'s open source community.\r\n\r\nThe session primarily shares experiences from the preparation to participation in FOSDEM 2024, the situations encountered while liaising with the Taiwanese open-source community, and how to share our achievements in an international setting, among other topics.'}",['DTCJCF'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/S1mNzMOKC,,,,https://coscup.org/2024/session/HLVMUR,2024
MR9RAQ,a04f3i,TR510,2024-08-03 13:40:00,2024-08-03 14:10:00,English,"{'title': 'The Ramifications of ISO/IEC 5230 and ISO/IEC 18974 for Legal Professionals in 2024', 'description': 'This session will present an overview of how OpenChain ISO/IEC 5230:2020 for open source license compliance and OpenChain ISO/IEC 18974:2023 for open source security assurance will impact legal professionals in 2024. It will cover the key points regarding procurement negotiations, mergers and acquisitions, and supply chain management foreseen in the year ahead. This will be informed by recent developments around the CRA and in adjacent standards like SPDX ISO/IEC 5962. The session will also expand on existing and forthcoming reference material, community support and commercial providers available for when help is needed. We will end with an outline of what may come next for the market, highlighting a new OpenChain Study Group around AI Compliance. This session will invite questions from the audience to ensure everyone is up-to-date and ready for internal or client use-cases.'}","{'title': 'The Ramifications of ISO/IEC 5230 and ISO/IEC 18974 for Legal Professionals in 2024', 'description': 'This session will present an overview of how OpenChain ISO/IEC 5230:2020 for open source license compliance and OpenChain ISO/IEC 18974:2023 for open source security assurance will impact legal professionals in 2024. It will cover the key points regarding procurement negotiations, mergers and acquisitions, and supply chain management foreseen in the year ahead. This will be informed by recent developments around the CRA and in adjacent standards like SPDX ISO/IEC 5962. The session will also expand on existing and forthcoming reference material, community support and commercial providers available for when help is needed. We will end with an outline of what may come next for the market, highlighting a new OpenChain Study Group around AI Compliance. This session will invite questions from the audience to ensure everyone is up-to-date and ready for internal or client use-cases.'}",['87XZXN'],"['en', 'Professional']",https://hackmd.io/@coscup/H1vmK7OKA,,,,https://coscup.org/2024/session/MR9RAQ,2024
ZEZGY7,7xkods,TR212,2024-08-03 11:20:00,2024-08-03 11:50:00,English,"{'title': 'Getting started instrumenting, collecting, and visualizing telemetry data with OpenTelemetry and Grafana', 'description': 'As a developer, it can be daunting to choose how and with what strategy to instrument an application. This is the story of how to get started collecting and visualizing data from instrumenting a Golang application with OpenTelemetry.'}","{'title': 'Getting started instrumenting, collecting, and visualizing telemetry data with OpenTelemetry and Grafana', 'description': 'As a developer, it can be daunting to choose how and with what strategy to instrument an application. This is the story of how to get started collecting and visualizing data from instrumenting a Golang application with OpenTelemetry.'}",['UKGMA8'],"['en', 'Elementary']",https://hackmd.io/@coscup/H1Wkab_FA,,,,https://coscup.org/2024/session/ZEZGY7,2024
ARPRBM,96lixz,TR513,2024-08-03 15:45:00,2024-08-03 16:00:00,Chinese,"{'title': 'scisprint: Closing Remark', 'description': ""We will have a summarize about everyone's work, let's have fun then!""}","{'title': 'scisprint: Closing Remark', 'description': ""We will have a summarize about everyone's work, let's have fun then!""}",['YYUHQC'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SJyYezuYC,,,,https://coscup.org/2024/session/ARPRBM,2024
ZZ8NBQ,96lixz,TR513,2024-08-03 14:10:00,2024-08-03 14:40:00,Chinese,"{'title': '探索開源大型語言模型的科學實務應用：RAG 知識管理和LLM 服務化的作法', 'description': '自 2022 年底起，隨著 AI 技術的快速進展，大型語言模型（LLMs）已成為業界與學術界矚目的焦點。本次演講，我將以最淺顯的方式，引領大家深入了解大型語言模型在實務應用中的關鍵技術與策略，涵蓋 RAG（Retrieval-Augmented Generation）知識管理、LLM 的服務化，以及模型微調（Fine-Tune）這三大領域，在此次演講，我將帶來深入RAG 知識管理和 LLM 服務化，讓大家能夠以最快的速度，了解如何導入 LLM 應用。\r\n\r\n首先，我們將探討 RAG 如何藉由結合檢索（Retrieval）與生成（Generation）技術，提升 LLMs 的專業知識理解能力，使模型能有效處理大量資料並提供更精準的解答。\r\n\r\n隨後，我們將分析將 LLM 轉化為服務（LLM as a service）的重要性，探討如何將這些強大的模型轉化為便於接入與使用的服務，使更多企業與開發者得以運用這些尖端技術進行創新與問題解決。\r\n\r\n透過上面兩個維度的深入剖析，聽眾將以最易理解的方式入門 LLMs 的核心知識，為後續深入探索 LLMs 應用提供堅實的基礎，進而為未來技術創新與應用開拓更廣闊的視野。'}","{'title': '探索開源大型語言模型的科學實務應用：RAG 知識管理和LLM 服務化的作法', 'description': '自 2022 年底起，隨著 AI 技術的快速進展，大型語言模型（LLMs）已成為業界與學術界矚目的焦點。本次演講，我將以最淺顯的方式，引領大家深入了解大型語言模型在實務應用中的關鍵技術與策略，涵蓋 RAG（Retrieval-Augmented Generation）知識管理、LLM 的服務化，以及模型微調（Fine-Tune）這三大領域，在此次演講，我將帶來深入RAG 知識管理和 LLM 服務化，讓大家能夠以最快的速度，了解如何導入 LLM 應用。\r\n\r\n首先，我們將探討 RAG 如何藉由結合檢索（Retrieval）與生成（Generation）技術，提升 LLMs 的專業知識理解能力，使模型能有效處理大量資料並提供更精準的解答。\r\n\r\n隨後，我們將分析將 LLM 轉化為服務（LLM as a service）的重要性，探討如何將這些強大的模型轉化為便於接入與使用的服務，使更多企業與開發者得以運用這些尖端技術進行創新與問題解決。\r\n\r\n透過上面兩個維度的深入剖析，聽眾將以最易理解的方式入門 LLMs 的核心知識，為後續深入探索 LLMs 應用提供堅實的基礎，進而為未來技術創新與應用開拓更廣闊的視野。'}",['ARBL7G'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SyJHlMOtA,,,,https://coscup.org/2024/session/ZZ8NBQ,2024
YMFDUJ,7xkods,TR212,2024-08-04 14:50:00,2024-08-04 15:20:00,English,"{'title': 'Optimizing On-Premise Kubernetes Networking with BGP', 'description': 'I will start by addressing some of the challenges encountered during the installation process of Kubernetes, with a particular emphasis on the use of BGP Mode in CNIs. Following this, I will introduce fundamental concepts such as routing, overlay networks, BGP, and ECMP, to explain how to optimize the efficiency and reliability of Kubernetes networking.\r\n\r\nThe talk will highlight the advantages brought by BGP Mode, including improved network efficiency and performance, as well as the challenges it presents, such as the need for in-depth network knowledge and management of routing tables. To conclude, the importance of understanding these network concepts for fully leveraging Kubernetes will be emphasized, encouraging a deep dive into documentation to enhance network efficiency.'}","{'title': 'Optimizing On-Premise Kubernetes Networking with BGP', 'description': 'I will start by addressing some of the challenges encountered during the installation process of Kubernetes, with a particular emphasis on the use of BGP Mode in CNIs. Following this, I will introduce fundamental concepts such as routing, overlay networks, BGP, and ECMP, to explain how to optimize the efficiency and reliability of Kubernetes networking.\r\n\r\nThe talk will highlight the advantages brought by BGP Mode, including improved network efficiency and performance, as well as the challenges it presents, such as the need for in-depth network knowledge and management of routing tables. To conclude, the importance of understanding these network concepts for fully leveraging Kubernetes will be emphasized, encouraging a deep dive into documentation to enhance network efficiency.'}",['QTMJYV'],"['en', 'Elementary']",https://hackmd.io/@coscup/rJWM0ZuK0,,,,https://coscup.org/2024/session/YMFDUJ,2024
ACVPXP,l0gknt,TR213,2024-08-03 14:50:00,2024-08-03 15:20:00,Chinese,"{'title': 'Sui 的 Zero Knowledge Login 與 Sponsored Transaction 如何打造吸引人的區塊鏈應用', 'description': '在這次演講中，我們將介紹在 Sui 區塊鏈平台上實現的兩項創新技術：零知識登入（Zero Knowledge Login）和贊助交易（Sponsored Transaction）。這些技術大大簡化了區塊鏈的用戶體驗，特別是對於新進用戶來說，透過這些技術，可以立即開始與智能合約互動，不再需要繁複的私鑰管理和預存交易費用。我們將會逐步解析零知識登入與贊助交易的運作流程：\r\n\r\n1. 說明如何透過零知識證明，直接利用自己的 OAuth 帳號如 Google 進行驗證簽章，來代表自己的區塊鏈錢包，但又能避免任何第三方能存取自己的錢包。\r\n\r\n2. 說明如何透過多重簽章達到贊助交易，讓交易發起人不用準備手續費就能立刻與智能合約互動，並且贊助者還能從中獲利。\r\n\r\n介紹完這些技術後，我們會說明應用範例，展示了如何通過這些技術，在 Sui 上打造吸引人且永續的區塊鏈應用。並當場抽出四名幸運得獎者，讓他們透過 Zero Knowledge Login 與贊助交易領取等值共 $200 的 $SUI。'}","{'title': 'How we build exciting Blockchain Applications with Zero Knowledge Login and Sponsored Transaction on Sui', 'description': ""In this presentation, we will introduce two innovative technologies implemented on the Sui blockchain platform: Zero Knowledge Login and Sponsored Transaction. These technologies greatly simplify the blockchain user experience, especially for new users, allowing immediate interaction with smart contracts without the complexities of private key management and pre-deposited transaction fees. We will explain the operation process of Zero Knowledge Login and Sponsored Transaction step-by-step:\r\n\r\n1. We'll demonstrate how to use one's OAuth account, like Google, for authentication signatures through zero-knowledge proofs, representing one's blockchain wallet while preventing any third party from accessing the wallet.\r\n\r\n2. We'll explain how to facilitate Sponsored Transactions using multi-signatures, allowing the initiator to interact with smart contracts immediately without needing to prepare transaction fees, while also enabling the sponsor to profit.\r\n\r\nAfter introducing these technologies, we will provide application examples to show how these technologies can be used to create attractive and sustainable blockchain applications on Sui. We will also randomly select six lucky winners who will receive a total of $300 worth of Sui and limited edition NFTs through Zero Knowledge Login and Sponsored Transaction.""}","['MPBCKT', 'GL9KKF', '9MN7XM']","['zh-tw', 'Middle']",https://hackmd.io/@coscup/rJMcQMuYC,,,,https://coscup.org/2024/session/ACVPXP,2024
YMM8JT,1af4ws,TR211,2024-08-04 10:00:00,2024-08-04 10:30:00,Chinese,"{'title': '探索 OpenTelemetry Auto-Instrumentation 在 .NET 的核心技術', 'description': '在這場分享中，我們將深入探索 OpenTelemetry 自動儀器化在 .NET 中的實踐與挑戰。通過程式碼解析，我們將探索 Auto-Instrumentation 的工作原理和關鍵技術實作，並探討如何在盡量不影響性能的前提下實現高效的遙測數據收集。我們將示範如何定制和擴展 OpenTelemetry 的功能，以滿足各種業務需求，並分享配置和調整 OpenTelemetry 的最佳實踐。參與者將學習如何應對實際應用中的挑戰，並掌握提升應用可觀測能力和性能的實用技巧。'}","{'title': 'Exploring Core Technologies of OpenTelemetry Auto-Instrumentation in .NET', 'description': ""In this session, we will delve into the practice and challenges of OpenTelemetry auto-instrumentation in .NET. Through detailed code analysis, we will reveal the working principles and key technical implementations of Auto-Instrumentation, and explore how to achieve efficient telemetry data collection with minimal performance impact. We will demonstrate how to customize and extend OpenTelemetry’s functionality to meet various business needs and share best practices for configuring and tuning OpenTelemetry. Participants will learn how to tackle real-world application challenges and gain practical skills to enhance their application's observability and performance.""}",['UP8WQD'],"['zh-tw', 'Elementary']",https://hackmd.io/@coscup/SybuBfOKC,,,,https://coscup.org/2024/session/YMM8JT,2024
ACH9TN,0mhki6,TR514,2024-08-03 10:45:00,2024-08-03 11:15:00,English,"{'title': 'Unlock the Power of PostgreSQL: Building Query Optimization Extensions', 'description': 'PostgreSQL is a globally renowned open-source database, widely utilized across various industries. It was honored as the DBMS of the Year in 2023 by DB-Engines Ranking[1]. One of the key factors contributing to its popularity is its extensibility. Extensions allow users to add new features to PostgreSQL. Despite many users\' desire to create extensions, a clear guide on where to start has been lacking. Last year, I gave a talk on taking the first steps towards developing extensions[2].  This year, I will present a more advanced lecture. Initially, I will explain how to develop a simple extension, followed by a detailed exploration of my developed extensions that provide features like ""Automatic Query Execution Plan Tuning"" and ""Automatic Hint Clause Generation"" through the extension pg_plan_advsr[3]. I will explain the hooks used, the mechanisms involved, their impacts, and provide demonstrations.  The intended audience includes individuals interested in PostgreSQL, those eager to develop extensions, and anyone keen on query performance enhancement. My hope is that this talk will contribute to the growth of the PostgreSQL community.  [1]: https://db-engines.com/en/blog_post/106 [2]: https://coscup.org/2023/en/session/V3YWCF [3]: https://github.com/ossc-db/pg_plan_advsr'}","{'title': 'Unlock the Power of PostgreSQL: Building Query Optimization Extensions', 'description': 'PostgreSQL is a globally renowned open-source database, widely utilized across various industries. It was honored as the DBMS of the Year in 2023 by DB-Engines Ranking[1]. One of the key factors contributing to its popularity is its extensibility. Extensions allow users to add new features to PostgreSQL. Despite many users\' desire to create extensions, a clear guide on where to start has been lacking. Last year, I gave a talk on taking the first steps towards developing extensions[2].  This year, I will present a more advanced lecture. Initially, I will explain how to develop a simple extension, followed by a detailed exploration of my developed extensions that provide features like ""Automatic Query Execution Plan Tuning"" and ""Automatic Hint Clause Generation"" through the extension pg_plan_advsr[3]. I will explain the hooks used, the mechanisms involved, their impacts, and provide demonstrations.  The intended audience includes individuals interested in PostgreSQL, those eager to develop extensions, and anyone keen on query performance enhancement. My hope is that this talk will contribute to the growth of the PostgreSQL community.  [1]: https://db-engines.com/en/blog_post/106 [2]: https://coscup.org/2023/en/session/V3YWCF [3]: https://github.com/ossc-db/pg_plan_advsr'}",['ZDD9XZ'],"['en', 'Middle']",https://hackmd.io/@coscup/SJhaIXdYC,,,,https://coscup.org/2024/session/ACH9TN,2024
